smile,logp
c1nnnn1c2ccccc2,1.09
OC(=O)c1ccc(O)cc1O,1.63
NC=O,-1.51
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(=O)O,0.73
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.12
CCN(CC)CCNC(=O)c1cc(N(=O)=O)c(N)cc1OC,2.11
CC(C)C(=O)NCCNCC(O)COCCCc1ccccc1,1.61
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,2.9
CC(C(=O)O)c1ccc(cc1)N2CC3=C(CCCC3)C2=O,3.07
CC(C)SC(C)C,2.84
CN(C)C(=O)Nc1ccc(Oc2nnnn2CC#C)cc1,1.00
CCCC(=O)OCn1ncc2c(=O)n(COC(=O)CCC)cnc12,1.82
NC(=O)CI,-0.19
CC1OC(CC(O)C1O)OC2CCC3(C=O)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6,0.30
Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)N(=O)=O,2.14
FC(F)(F)c1cccc(NS(=O)(=O)C(F)(F)F)c1,4.50
CN(C)N=Nc1ccc(cc1)S(=O)(=O)N,1.06
O=N(=O)c1c[nH]c(n1)N(=O)=O,0.20
CSC(=NOC(=O)N(C)SN(C)C(=O)OC1CCCCC1)C,3.60
CCCC(=NOCC)C1=C(O)CC2(CCCC2)OC1=O,3.22
CCCSP(=O)(OCC)SCCC,3.59
Clc1ccc(Cl)c(c1)c2ccccc2Cl,5.60
CCCc1c(C)nc2ccccn2c1=O,1.75
CCCCCCOC(=O)c1ccc(N)cc1,3.95
Brc1ccccc1N(=O)=O,2.52
FC(F)(F)c1nc2cc(Cl)c(cc2[nH]1)N(=O)=O,3.21
COC(=O)C=C,0.80
Oc1ccccc1CNC(=O)c2ccccc2,2.55
NS(=O)(=O)c1nn2c(=Nc3cccc(F)c3)snc2s1,3.06
Cc1nc(cn1C)N(=O)=O,-0.24
CC(=O)C(=NNc1cccc(Cl)c1)C#N,3.91
CC(C)(C)CC1(CC=C)C(=O)NC(=O)NC1=O,2.06
C=CCCC=C,2.87
CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc2cccc(I)c2,2.51
CCC(=O)c1ccc(O)cc1,2.03
Cn1cc[nH]c1=S,-0.34
CCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,5.95
S=C=Nc1ccc(C=Cc2ccccc2)cc1,5.85
CCOC(=O)c1cccc(N)c1,1.68
CCC(C)NC(=O)C=Cc1ccccc1,2.85
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc3ccc(cc3)C(=O)OC(C)(C)C,5.01
OCC(O)CN1C(=O)CN=C(c2ccccc2)c3cc(ccc13)N(=O)=O,0.96
Cc1[nH]cnc1CSCCNC2=NS(=O)(=O)CCN2,-0.74
CNC(=O)Oc1ccc2N(CCN(C)C)C(=O)C(OC(=O)C)C(Cc2c1)c3ccc(OC)cc3,2.31
Brc1ccoc1,2.18
CCCCC(CC)C(=O)O,2.64
COc1ccc(Cl)nn1,0.89
C1Cc2ccc3cccc4ccc(=C1)c2c34,4.92
CCCCOCCOCCOCCCC,1.92
NC(=S)NN=Cc1ccc(o1)N(=O)=O,1.64
CCCNCC(C)C,2.07
NC(=S)c1ncccn1,-0.34
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,3.30
C(c1ccccc1)n2nccn2,1.56
Clc1cc(NC=NOc2ccccc2)cc(Cl)c1OCC#C,4.40
CSc1nc2cc(Cl)ccc2[nH]1,3.22
CN(C)C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,-1.54
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c2ccc(cc2)C(F)(F)F,3.77
CC(C)(C)C(=O)c1ccccc1,3.00
CC(=O)Nc1cc(Br)cc(c1Cl)C(F)(F)F,3.41
CN(C)C(=O)OCc1ccc(cc1)C(=O)N,0.77
CCOC(=O)c1ccccn1,0.87
COc1ccc(cc1)C2Cc3cc(ccc3N(CCN(C)C)C(=O)C2NC(=O)C)C(F)(F)F,3.6
COC(=O)c1c(C)[nH]c(c1C(=O)OC)c2cc(Cl)ccn2,2.63
CCc1cc(OP(=O)(OC)OC)ccc1N(=O)=O,2.19
Cc1cccc(N2CCN(CC3CN=C(N)O3)CC2)c1C,2.19
CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,0.90
NCC(F)(F)F,0.24
CCNc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,1.98
CCCCc1ccc(O)c(O)c1,2.96
COC(=O)C1(CC(OC(=O)C)C(NC(=O)C)C(O1)C(OC(=O)C)C(COC(=O)C)OC(=O)C)n2ccnc2N(=O)=O,0.41
Clc1ccc(OCc2cccc(CN3CCOCC3)c2)cc1,3.52
Nc1cc2ccccc2nn1,1.00
OC(=O)c1ccccc1C(=O)O,0.73
COCN1C(=O)CN=C(c2ccccc2Cl)c3cc(Cl)ccc13,3.23
CCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C)C(=O)CCl,3.30
CC(=O)OCCCCCc1ccc(cc1)S(=O)(=O)N,1.86
CC(C)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.01
Brc1ccccc1N2C(=O)CCC2=O,0.65
Cc1cccc(C)c1C#N=O,2.74
Fc1ccc(cc1)N2C(=O)CCC2=O,0.29
COC1OC(=O)c2ccccc12,1.00
CCCCOCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.30
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1(O)C#C,3.67
S=c1nccc[nH]1,-1.11
CN(C)S(=O)(=O)c1ccc(cc1)N(C)C(=O)CCO,-0.26
S=c1ssc2CCCCc21,3.10
COCON=CNc1cc(Cl)c(OCC#C)c(Cl)c1,3.20
CCOC(=O)C(=Cc1ccc(Br)cc1)C(=O)OCC,4.02
Oc1c(Br)cccc1Br,3.36
CC1(C)N=C(N)N=C(N)N1c2ccc(F)cc2,0.37
O=Nc1ccccc1,2.01
CN(C)C(=O)Oc1cccc(Cl)c1,2.33
Oc1c(Cl)cc(cc1Cl)N(=O)=O,2.94
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,0.91
Nc1nc(N)nc(n1)c2cc(Br)ccc2F,1.94
CCc1cc(=O)n2c(C)cccc2n1,1.59
Cc1cc2OCOc2cc1Cc3cnc(N)nc3N,1.89
COc1ccc(cc1)c2nc(C)c(C)nc2c3ccc(OC)cc3,4.10
O=C(NC1CCCC1)Nc2ccccc2,2.65
Nc1ccc(C(=O)Oc2cccc(c2)C(F)(F)F)c(O)c1,3.61
CCN(CC)N=Nc1ccc(cc1)N(=O)=O,4.17
NCCCCCc1ccccn1,1.32
CCOC(=O)C(CC)n1nnc2ccccc12,2.34
COC(=O)c1ccccc1OC(=O)C,1.47
OC(=O)COc1ccc(Cl)cc1,2.25
O=N(=O)c1ccc(cc1)N(=O)=NC#N,1.51
Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,3.30
CC(CCC(=O)N)n1nc2ccccc2n1,1.35
CCOc1ccc2nc(sc2c1)S(=O)(=O)N,2.01
CCOC(=O)c1cccs1,2.39
CCOC(=O)c1cnc(C)cn1,0.61
Cc1nn(C)c(OCC(=O)c2ccc(C)cc2)c1C(=O)c3ccc(Cl)c(C)c3Cl,4.69
COc1cccc(Cc2cnc(N)nc2N)c1OC,1.62
CCCCCc1cc(CCCCN2CC(=O)c3ccccc3C2=O)c4C5CC(=CCC5C(C)(C)Oc4c1)C,9.07
Fc1ccc(NC(=O)c2cccnc2Oc3cccc(c3)C(F)(F)F)c(F)c1,4.9
NS(=O)(=O)c1cc2c(NC(CSCC=C)NS2(=O)=O)cc1Cl,1.17
CC(=O)C=CC1=C(C)CCCC1(C)C,3.72
OC(=O)COc1ccc(Cl)c(c1)N(=O)=O,1.85
Cc1cccc(C)c1NC(=O)c2cccc(CN3CCCCC3)c2,3.47
CC(C)c1ccc(OC(=O)N(C)C)cc1,3.09
CNC(=NC#N)N,-0.77
CC(C)CC(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)C(C)C)C(C)C)C(=O)O,-1.23
CC(=O)OCC(Cn1ccnc1N(=O)=O)OC(=O)C,-0.05
OCC1OC(C(O)C1O)n2ccn(=O)nc2=O,-2.43
CC(C)C(O)C(C(=O)O)c1ccc(cc1)c2ccccc2,3.84
CN1C(=O)CN=C(c2ccc(Cl)cc2)c3cc(F)ccc13,3.10
CN(C)C(=O)Oc1cccnc1Br,1.14
CC(C)c1nnc(S)n(N)c1=O,1.22
CCc1ccccc1N,1.74
C1CC=CC=C1,2.47
CCCCOCC,2.03
OCCOC(=O)c1ccccc1,1.12
NS(=O)(=O)Cc1ccccc1,0.13
Cc1ccc(CO)c(C=NNC(=O)c2ccc(N)cc2)c1O,2.16
Fc1ccc(cc1)c2nc3ncccc3[nH]2,2.52
CCCc1ccc(cc1)C(=O)OCCN(C)C,3.63
Clc1ccc(c(Cl)c1)C2(Cn3cncn3)OCC4(CCC5OC5C4)CO2,1.87
CC(=O)Nc1cc(c(Cl)cc1Cl)C(F)(F)F,3.24
CCc1ccc(NC(=O)OC)cc1,2.72
COc1cccc(c1)C(O)C(C(=O)O)c2ccc(cc2)c3ccccc3,3.53
CN(C)c1cncc(Cl)n1,1.95
CC(N)C(=O)N1CCCC1C(=O)O,-2.71
COC(=O)C=C(C)OP(=O)(OC)OC,1.20
CCC1(N(C(=O)NC1=O)S(=O)(=O)c2ccccc2)c3ccccc3,2.44
NC(=O)NCCN1CCc2cccc(Cl)c2CC1,2.07
COC(=O)C(=C1SCCS1)C(=O)OC,1.51
Clc1ccc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c1Cl,6.26
NC(Cc1ccc(O)cc1)C(=O)O,-2.26
Oc1ccc2c(=O)ccoc2c1,1.44
COc1cc(OC)cc(OC(=O)CNC(=O)c2ccccc2)c1,2.69
CC(=O)NNC(=O)Nc1cccc(Cl)c1,1.28
COc1ccccc1N2CCN(CCOCc3ccc(F)cc3)CC2,3.6
CN(C)CCN(C)C,0.30
Cc1cccc2nccc(=O)n12,0.74
COc1nc(C)cc(n1)n2[nH]c(C)cc2=O,1.03
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,1.70
Clc1cc(Cl)c2Oc3cc(Cl)c(Cl)cc3Oc2c1Cl,6.20
CNC(=O)C=Cc1ccccc1,1.81
CCc1ncc(C)nc1CC,1.95
CNP(=O)(OC)Oc1ccc(Cl)cc1Cl,2.41
CCc1ncc(nc1c2ccccc2)c3ccccc3,4.66
O=C(Nc1ccccc1)c2cccnc2,1.73
CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1Nc2ccc(C)cc2,1.91
CC(C)NNC(=O)COc1cccc(Cl)c1,1.91
S=c1nc([nH][nH]1)c2ccccc2,1.84
COC(=O)c1ccccc1I,2.74
Oc1ccc(cc1)C2(OS(=O)(=O)c3ccccc32)c4ccc(O)cc4,3.02
Cc1cc(Cl)cc(Cl)c1,3.99
Nc1c(S(=O)C(F)(F)F)c(C#N)nn1c2c(Cl)cc(cc2Cl)C(F)(F)F,4.0
OCC1OC(C=C1)n2ccc(=O)[nH]c2=O,-1.07
CC(C)C(N)C(=O)N1CCCC1C(=O)NCC(=O)NC(C(C)C)C(=O)O,-2.83
O=N(=O)c1cccc(c1)N(=O)=NC#N,1.45
Cc1ccc(cc1)n2c(Cn3ccc4cc(ccc34)N(=O)=O)n[nH]c2=S,3.17
Cc1n[nH]c(C(=O)NC2CCCCC2)c1N(=O)=O,1.71
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2,7.50
CN(C)C(=O)Nc1ccc(Oc2nnn(Cc3ccccc3)n2)cc1,2.25
CCOC(=O)C1=C(C)NC(=C(C1c2cc(OC)cc(OC)c2)C(=O)OC)C,3.68
COC1C(C)OC(CC1O)OC2C(C)OC(CC2O)OC3C(C)OC(CC3O)OC4CCC5(C)C(CCC6C5CC(OC(=O)C)C7(C)C(CCC67O)C8=CC(=O)OC8)C4,2.87
CCCCC(=O)CCCC,2.88
CSC(=S)N1CCOCC1,0.49
CN(C)N=Nc1[nH]cnc1C(=O)N,-0.24
Cc1c(non1=O)c2ccccc2,2.16
c1ccc2c(c1)ccc3ccccc32,4.47
Nc1nnnn1c2cccc(F)c2,0.91
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)P3(=O)OCCCO3)C,1.3
NC(=O)Nc1ccc(Cl)cc1,1.80
COc1cncc(OC)n1,1.58
Fc1ccc(NC=O)cc1,1.27
CNC(=O)NS(=O)(=O)c1cccnc1,-0.45
COc1cccc(NS(=O)(=O)C(F)(F)F)c1,3.13
CC(=O)Nc1ccccc1O,0.72
S=c1ssc2CCCCCc21,3.27
FC(F)(F)S(=O)(=O)Nc1ccc(I)cc1,4.39
CBr,1.19
Cc1cccc2COP(=O)(OCC3OC(C=C3)n4cc(C)c(=O)[nH]c4=O)Oc12,0.71
CC(C)CC(=O)O,1.16
Cc1ssc(=S)c1C,2.45
c1ccc2cc-3c(cc2c1)-c4cccc5cccc3c45,6.11
CCCC(=NOCC)C1=C(O)CC2(CCC(CC)CC2)OC1=O,4.47
CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12,0.71
CSCN1C(=O)CN=C(c2ccccc2)c3cc(N)ccc13,1.92
COC12C3C(CN2C4=C(C1COC(=O)N)C(=O)C(=C(C)C4=O)N)N3C(=O)Cc5ccccc5,1.15
C1COCCOCCOc2ccccc2OCCOCCOCCO1,0.57
CCCCCc1cn[nH]c1,2.96
Cc1c(non1=O)S(=O)(=O)c2ccccc2,2.03
CNC(C)Cc1ccc(N)cc1,0.81
O=C(Nc1ccc2nn(nc2c1)C3CCCC3)c4ccc(cc4)N(=O)=O,3.75
OCC(NC(=O)CI)C(O)c1ccc(cc1)N(=O)=O,1.03
CC(C)CCCCNc1ncnc2[nH]cnc12,3.61
CSC(=NOC(=O)N(C)COC1OC(C(O)C(O)C1O)C(=O)O)C(=O)N(C)C,-2.52
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)C(C)C)C(=O)NC(C(C)O)C(=O)O,-1.32
CCN(CC)C(=O)c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,1.44
CCNc1nc(O)nc(NCC)n1,2.29
c1noc2ccccc12,1.63
NC(=O)c1ccccc1C(F)(F)F,0.68
CCCN(CCC)C1CCc2c(OC)cccc2C1,4.24
CC1OC(CC(O)C1O)OC2C(C)OC(CC2O)OC3C(C)OC(CC3O)OC4CCC5(C)C(CCC6C5CC(O)C7(C)C(CCC67O)C8COC(=O)C8)C4,1.36
C(c1ccccc1)c2ccccc2,4.14
CN1C=CCC1c2cccnc2,1.47
COC(=O)c1cccc(Cl)c1,2.85
CC(C)CC(NC(=O)C)C(=O)NC(CC(=O)N)C(=O)N,-1.30
CCCc1ccccc1OC(=O)NC,2.40
CCOc1cccc(NC(=O)OC)c1,2.34
CN(C)c1ccc(N=C2C=CC(=O)C=C2)cc1,2.02
CC(C)Oc1ccccc1OC(=O)N(C)C,2.06
Cc1ccc(Cc2c[nH]cn2)c(C)c1,2.70
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,3.80
Nc1ccc(cc1)S(=O)(=O)c2c(O)cc(O)cc2O,1.53
CN(N=O)C(C)(C)C,0.76
NC(=O)NS(=O)(=O)c1cccnc1,-0.65
CN(C)C(=O)c1cccc(Oc2ccccc2)c1,2.57
Cn1ncc2cc(cc(N(=O)=O)c12)N(=O)=O,1.63
COC1=C(C)C(=O)c2ccccc2C1=O,2.14
CCCCON(=O)=O,2.15
CC(C)(C(=O)O)C(=O)O,0.39
N#Cc1ccnnc1,-0.63
CNC(=O)Oc1cc(C)cc(c1)C(C)(C)C,3.35
CN1CCN(C)CC1,-0.40
Fc1ccc(Cl)cc1,2.78
COC(=O)CC(C)C,1.82
CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,2.04
CCCCCCCCOC(=O)c1ccc(N)cc1,5.02
CNC(=O)Nc1ccc(OC)c(Cl)c1,1.76
O=CNC(=O)C1CCC1,-0.70
Cc1c(Cl)cc(cc1Cl)c2ccc(=O)[nH]n2,3.2
OC(=O)COc1cccc(F)c1,1.47
CCOC(=O)Nc1ccc2nn(C)nc2c1,1.83
Cc1cc(Sc2c(C)ccc3nc(C)[nH]c(=O)c23)ccn1,2.45
CSc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,2.92
CNC(=O)c1cc(N2CC2)c(cc1N(=O)=O)N(=O)=O,0.44
Cc1ccc(C)n1Nc2ccc(nn2)N3CCNCC3,1.44
CCc1ccc2cc(O)c(O)cc2c1,3.25
CCOC(=O)C1(C)OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,3.15
CC(C)(C)c1ccc(cc1)c2nc3ncccc3[nH]2,4.82
O=C1CCCC1,0.38
CCCCC(NC(=O)C)C(=O)OC,0.79
CC(=CC1C(C(=O)OCc2ccc(C#N)cc2)C1(C)C)C,4.91
Cc1cccc(N(=O)=O)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,3.75
C(COn1nnc2ccccc12)CN3CCN(Cc4ccccc4)CC3,4.0
CC(=O)Nc1ccc(Cl)cc1F,1.91
OCC1OC(C(O)C1O)N2CCC(=CC2=O)O,-0.86
O=C(CN1CCCCC1)Nc2ccc(cc2)N(=O)=O,2.73
O=N(=O)c1cc(N(=O)=O)c2[nH]ncc2c1,1.60
OC(=O)CCC(=O)c1ccccc1,1.30
CCC1(CCC(C)C)C(=O)NC(=O)N(C)C1=O,2.45
OCc1ccc(cc1)N(=O)=O,1.26
Cc1cc(O)ccc1O,0.98
c1cncnc1,-0.40
C(c1ccccc1)c2ccncc2,2.62
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C12,2.18
CN(CC(O)COc1ccccc1)CC(O)COc2ccccc2,2.92
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,3.88
COc1ccc(c2nc3ncc(N)cc3[nH]2)c(OC)c1,1.62
ICCCc1ccccc1,3.90
CCN1CCC(CNC(=O)c2cc(ccc2OC)S(=O)(=O)CC)C1,1.31
CC(=O)Oc1ccccc1N(=O)=O,1.55
CN(C)c1ncccn1,1.07
Oc1cc(O)c2c(=O)c(O)c(oc2c1)c3ccc(O)c(O)c3,2.06
CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)C(=O)C,2.02
OCCCCCCCNc1ncnc2[nH]cnc12,1.73
CC(=O)Nc1nc(NC(CO)C(O)CO)c(Cl)nc1N(=O)=O,-0.66
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(C2O)N(C)C)C(CC=O)CC(C)C(=O)C=CC(=CC1COC3OC(C)C(O)C(OC)C3OC)C,1.28
COC(=O)c1ccccc1NC(=O)C,1.65
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,3.00
Cc1[nH]cnc1CSCCNc2cccc(=O)[nH]2,0.79
CC(C)CC(NC(=O)C(N)CO)C(=O)O,-2.49
CCCOCc1ccccc1NC(=O)OCCN2CCCCC2,3.34
N(=Nc1ccccc1)c2ccccc2,3.82
COc1ccc(NC(=O)N)cc1Cl,1.37
COc1cc(CC(C)N)cc(OC)c1OC,1.21
CC(=O)c1cc2cccc3ccc4cccc1c4c32,4.16
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,2.41
S=C=S,1.94
O=CNc1cccc(c1)N(=O)=O,1.40
CC(C(=O)N)n1nnc2ccccc12,0.35
O=c1[nH]c2CCCc2c(=O)n1C3CCCCC3,2.31
O=C1CC(=O)N(O1)c2ccccc2,0.54
FC(F)(F)c1nc2cc(Br)ccc2[nH]1,3.57
CC(=O)Nc1ccc(C#N)cc1,1.37
FC(F)(F)c1nc2ccccc2[nH]1,2.67
CCC(CC)C(=O)O,1.68
Nc1ccn(C2OC(CO)C=C2)c(=O)n1,-1.57
Cc1cc(=O)oc2cc(O)ccc12,1.90
OC1CCC(CC1)NC(=O)N(CCCl)N=O,1.11
CCCOC(=O)c1ccsc1,3.03
CC(C)NC(=O)c1cccc(Oc2cc(C)ccc2C)c1,4.35
Cc1cc(=O)cc(C)o1,0.10
COc1c(Cl)ccc(Cl)c1Cl,3.64
COc1cccc(Cc2cnc(N)nc2N)c1,1.54
CCOc1ccc(CC(=O)O)cc1,1.95
CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,0.66
CCOC(=O)c1ccc(N)cc1,1.86
CCCCC(N)Cc1ccccc1,3.36
CCCCCCC(=O)O,2.41
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,5.23
C#CCOc1noc2CCNCc12,0.40
CCN(CC)CCSC(=NO)c1nc(no1)c2cccc3ccccc23,4.19
Cc1cccc(C)c1NC(=O)c2cccc(CN3CCOCC3)c2,2.14
CCN(CC)c1ccc(NC(=O)N(C)OC)cc1,2.33
COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(=O)N(C)CCO,2.01
CCCC(=O)OCC(Cc1cncn1C)C(CC)C(=O)OCc2ccccc2,3.78
CC(C)(C)NC(=O)COC(=O)c1ccccc1,2.26
CN(C1CCCCC1)C2CCCCC2,3.71
CNC(=O)C=C(C)OP(=O)(OC)OC,-0.20
CN(N=O)C(=O)Nc1ccccc1,1.72
OC(=O)Cc1ccc2ccccc2c1,2.81
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,5.76
OC(=O)CCCCCc1ccccc1,3.27
Fc1cc(F)cc(c1)N(=O)=O,2.03
CCCOC(=O)CCC,2.15
Cc1cccc(C)c1C(=N)c2ccccc2,3.53
CCCn1nc2ccccc2n1,2.53
CNc1nc(c2ccccc2)c3ccccc3n1,3.58
NN=C1C(C(=O)C(c2ccccc2)c3ccccc3)C(=O)c4ccccc14,3.62
COC1=C(OC)C(=O)C=CC1=O,0.34
CC(=O)c1cn(C)c2ccccc12,1.95
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,2.02
COc1cc(Br)ccc1NC(=O)C,2.02
O=NN1CCSCC1,0.40
CCOc1ccc(cc1)C(=O)N,1.30
COCCOC,-0.21
CCCC1CC(N(CC)C1)C(=O)NC(C(C)O)C2OC(SCC)C(O)C(O)C2O,1.91
Nc1ncnc2n(cnc12)C3CCC(CO)O3,-0.22
CCCc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.77
Cn1c(cnc1c2ccc(cc2)C(=O)N)N(=O)=O,0.98
ClC=C(Cl)Cl,2.61
CCOc1ccc(NC(=O)OC(C)CC=C)cc1OCC,3.37
CCOC(=O)C(C)n1nc2ccccc2n1,2.38
CCNc1nc(SC)nc(n1)C(Cl)(Cl)Cl,3.87
COC(=O)C1C(C=C(C)C)C1(C)C,3.76
CCN(CC)CCC(=O)Nc1c(C)cccc1C,2.21
COc1ccc(cc1)c2cc(=S)ss2,3.82
NC1C2CN(CC12)c3nc4n(cc(C(=O)O)c(=O)c4cc3F)c5ccc(F)cc5F,0.31
NC1CC2CC1c3ccccc23,2.00
C(Cn1nc2ccccc2n1)N3CCN(Cc4ccccc4)CC3,3.00
CCOC(=O)CCCOc1ccc(cc1)n2sc3ccccc3c2=O,3.96
CCCOc1cncc(C)n1,2.29
O=N(=O)c1cccc2cccn(=O)c12,0.04
CCc1cccc2cccnc12,2.93
CSCC(=O)C=NO,1.21
CC(C)NCC(O)COc1cccc2ccccc12,2.98
COc1cc(OCc2ccccc2CCCN3CCC(O)CC3)cc(OC)c1OC,2.60
Nc1ccc(Cc2ccc(N)cc2)cc1,1.59
OCCCc1cccnc1,0.60
CC(=O)NCCn1c(C)ncc1N(=O)=O,-0.47
Nc1cc(Cl)c(cc1S(=O)(=O)N)S(=O)(=O)N,-0.41
CC(=O)Nc1c(cccc1N(=O)=O)N(=O)=O,0.56
O=C1C=C(N2CCCC2)C(=O)C=C1N3CCCC3,1.97
CC1CN1C2=C(F)C(=O)C(=C(F)C2=O)N3CC3C,1.61
CC(C)(C)N(=O)=Cc1ccccc1O,1.3
OC(=O)Cc1cn(nc1c2ccc(Cl)cc2)c3ccccc3,4.13
COc1ccc(cc1)C(=O)c2csc(c2)S(=O)(=O)N,1.75
O=Cc1ccoc1,0.51
COC(=O)C(F)(F)F,0.60
c1nc2cnccc2[nH]1,0.18
Clc1ccc(Oc2ccc(cc2)N(=O)=O)c(Cl)c1,4.64
NC(=N)NCCCNC(=O)C1CCCCN1C(=O)C(CC2CCCCC2)NCC(=O)O,-0.10
CCC(C)C(NC(=O)C1CCCN1)C(=O)O,-2.56
CN(Cc1ccc(C#N)cc1)N=Nc2ccc(cc2)C(=O)O,3.60
CCOC(=O)C(=Cc1cccc(OCC)c1)C(=O)C,2.71
COc1cccc(c1)C(=O)NN,0.40
CC1=C(SCCO1)C(=O)Nc2ccccc2,2.14
CC(=O)c1ccccn1,0.85
Cc1onc(c1C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)c4c(F)cccc4Cl,2.61
CCC(C)c1ccc(OCC(=O)O)cc1,3.12
CCOC(=O)Cn1cnc(I)c1N(=O)=O,0.93
OCCN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.98
CCCC(=O)OC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3,2.47
COc1cc(Cl)cc(Cl)c1,3.80
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,4.5
CC(C)COC(=O)n1c(nc2ccccc12)c3cscn3,3.47
CC1OC(CC(OC(=O)C)C1O)OC2C(C)OC(CC2O)OC3C(C)OC(CC3O)OC4CCC5(C)C(CCC6C5CC(O)C7(C)C(CCC67O)C8=CC(=O)OC8)C4,1.71
Nc1nc(=O)n(cc1Cl)C2OC(CO)CC2F,-0.47
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,1.43
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3)N(=O)=O,1.52
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01
Clc1ccc2oc3cc(Cl)c(Cl)cc3c2c1Cl,6.23
CC(C)CC(NC(=O)C(CCC(=O)N)NC(=O)C)C(=O)N,-1.32
CCCCCCC1(CCC(=O)NC1=O)c2ccncc2,2.94
CCOc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,1.18
CSC(=NOC(=O)N(C)SN(C)C(=O)c1ccccc1)C,2.20
CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2,3.95
COP(=O)(N)Oc1cc(Cl)c(Cl)cc1Cl,2.53
Cc1ccc(NS(=O)(=O)C(F)(F)F)cc1,3.60
CC(C)OC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N3CCCC3C(=O)N)c1,-0.80
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,-0.57
OCc1ccncc1,0.06
OCC1CC(F)C(O1)n2cnc3c(F)ncnc23,0.06
CCC(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C)c3ccccc3,1.47
CC(C)Oc1cccc(COC(=O)N(C)C)c1,3.03
O=N(=O)c1cn(=O)c2ccccc2c1,0.56
CC(C)NCC(O)COc1ccccc1C2CC3CCC2C3,4.17
CCCCCCc1ccccc1,5.52
CC(=O)Nc1cncnc1,-0.22
CCCCN(CCCC)C(=O)COC(=O)c1ccccc1,3.91
Nc1nnc(Cc2ccccc2)o1,0.95
CC(=O)NC(=O)C1CCC1,-0.40
